font_name,author,file_path,url,total_downloads,version,slug,included
สุดหฤท4บิทไทย (ZoodHarit4Bit),zood,https://www.f0nt.com/download/zood/ZoodHarit4Bit-thai.ttf.zip,https://www.f0nt.com/release/zoodharit4bit/,42633,1,zoodharit4bit,0
ZF LowQuality,zafire06,https://www.f0nt.com/download/zafire/ZFLowQuality.zip,https://www.f0nt.com/release/zf-lowquality/,42592,1,zf-lowquality,0
2015_DuangDao (ดวงดาว),ijiryu,https://www.f0nt.com/download/ijiryu/2015_DuangDao.zip,https://www.f0nt.com/release/duangdao/,42419,1,duangdao,0
ZF Bromenae,zafire06,https://www.f0nt.com/download/zafire/ZFBromenae.zip,https://www.f0nt.com/release/zf-bromenae/,41849,1,zf-bromenae,0
TST std letter 1,TST (Thai Smart Type),https://www.f0nt.com/download/TST/TST-std-letter1.zip,https://www.f0nt.com/release/tst-std-letter-1/,37301,1,tst-std-letter-1,0
sd dynamic wave,siinsticker123,https://www.f0nt.com/download/siinsticker123/sd-dynamic-wave.zip,https://www.f0nt.com/release/sd-dynamic-wave/,37268,1,sd-dynamic-wave,0
สุดหฤท8บิท (ZoodHarit8Bit),zood,https://www.f0nt.com/download/zood/zoodharit8bit.zip,https://www.f0nt.com/release/zoodharit8bit/,35286,1,zoodharit8bit,0
บ้านฮูก (Sov_BaanHook),uvSOV,https://www.f0nt.com/download/uvSOV/SOV_BaanHook.zip,https://www.f0nt.com/release/sov-baanhook/,34311,1,sov-baanhook,0
ZF Yyyyyy,zafire06,https://www.f0nt.com/download/zafire/ZFYyyyyy.zip,https://www.f0nt.com/release/zf-yyyyyy/,33189,1,zf-yyyyyy,0
ฟอนต์ไทยย่อ๒๒๗๙ (ThaiYor2279),uvSOV,https://www.f0nt.com/download/uvSOV/SOV_thaiyor.zip,https://www.f0nt.com/release/thaiyor2279/,30982,1,thaiyor2279,0
Layiji มหานิยม,Layiji,https://www.f0nt.com/download/layiji/LayijiMahaniyom161.zip,https://www.f0nt.com/release/layiji-mahaniyom-1-5/,30232,1,layiji-mahaniyom-1-5,0
ปาฏิโมกข์ (Patimokka),uvSOV,https://www.f0nt.com/download/uvSOV/SOV_Patimokkha.zip,https://www.f0nt.com/release/patimokka/,26588,1,patimokka,0
แบนราบ (Baenrarb),ijiryu,https://www.f0nt.com/download/ijiryu/BaenRarb.zip,https://www.f0nt.com/release/baenrarb/,26215,1,baenrarb,0
กวีลิขิต (sov_kaweelikhit),uvSOV,https://www.f0nt.com/download/uvSOV/SOV_KaweeLikhit.zip,https://www.f0nt.com/release/sov-kaweelikhit/,25559,1,sov-kaweelikhit,0
อาโป (SOV_apo),uvSOV,https://www.f0nt.com/download/uvSOV/SOV_apo.zip,https://www.f0nt.com/release/sov-apo/,23855,1,sov-apo,0
KJR MEMORY HEARTS,เคเจอาร์ฟอนต์ไทย,https://www.f0nt.com/download/krajidrid/KJR-MEMORY-HEARTS.zip,https://www.f0nt.com/release/kjr-memory-hearts/,16379,1,kjr-memory-hearts,0
#ABC-Aschariya (#เอบีซี-อัจฉริยะ),เอบีซีฟอนต์,https://www.f0nt.com/download/ABCFont/ABC-Aschariya.zip,https://www.f0nt.com/release/abc-aschariya/,16199,1,abc-aschariya,0
เตโช (SOV_tejo),uvSOV,https://www.f0nt.com/download/uvSOV/SOV_tejo.zip,https://www.f0nt.com/release/sov-tejo/,12649,1,sov-tejo,0
เอสดี โปรสตรีท (sd prostreet),siinsticker123,https://www.f0nt.com/download/siinsticker123/sd-prostreet.zip,https://www.f0nt.com/release/sd-prostreet/,10562,1,sd-prostreet,0
EDPoonPunn (ปูนปั้น),ed_crub,https://www.f0nt.com/download/edcrub/EDPoonPunn.ttf.zip,https://www.f0nt.com/release/edpoonpunn/,10447,1,edpoonpunn,0
UID SALMON 2019,UID FONT,https://www.f0nt.com/download/UIDFONT/UID-SALMON-2019.zip,https://www.f0nt.com/release/uid-salmon-2019/,8993,1,uid-salmon-2019,0
ปฐวี (SOV_patavi),uvSOV,https://www.f0nt.com/download/uvSOV/SOV_patavi.zip,https://www.f0nt.com/release/sov-patavi/,5807,1,sov-patavi,0
ในกล่อง (SOV_naiklong),uvSOV,https://www.f0nt.com/download/uvSOV/SOV_NaiKlong.zip,https://www.f0nt.com/release/sov-naiklong/,3231,1,sov-naiklong,0
เวร (Vain),Sungsit,https://github.com/fontuni/vain/releases,https://www.f0nt.com/release/vain/,0,1,vain,0
บุญถึก = ฟอนต์ไทยที่แข็งแกร่งที่สุด,Sungsit,https://github.com/sungsit/boontook/releases/latest,https://www.f0nt.com/release/boontook/,0,1,boontook,0
